flight_number,airline,flight_date,direction,scheduled_time_local,scheduled_time_utc,actual_time_local,actual_time_utc,status,is_cancelled,origin_icao,origin_iata,destination_icao,destination_iata,aircraft_model,aircraft_reg,relevant_timestamp,actual_temp_c,actual_wind_speed_kmh,actual_wind_gusts_kmh,actual_precipitation_mm,actual_snowfall_cm,actual_visibility_m,actual_cloud_cover_pct,actual_weather_code,forecast_temp_c,forecast_wind_speed_kmh,forecast_wind_gusts_kmh,forecast_precipitation_mm,forecast_snowfall_cm,forecast_visibility_m,forecast_cloud_cover_pct,forecast_weather_code,forecast_error_visibility_m,forecast_error_wind_kmh,forecast_error_snowfall_cm
AS 2364,Alaska,2025-11-10,Arrival,2025-11-11 00:14-08:00,2025-11-11 08:14Z,2025-11-10 23:56-08:00,2025-11-11 07:56Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N654QX,2025-11-11T00:00:00,8.1,2.4,5.0,0.0,0.0,,98,3,8.7,4.6,6.8,0.0,0.0,13300.0,100,3,,-2.1999999999999997,0.0
AS 2067,Alaska,2025-11-11,Departure,2025-11-11 05:36-08:00,2025-11-11 13:36Z,2025-11-11 05:41-08:00,2025-11-11 13:41Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N654QX,2025-11-11T06:00:00,5.2,4.9,10.1,0.0,0.0,,96,3,4.6,6.6,7.6,0.0,0.0,12200.0,100,3,,-1.6999999999999993,0.0
1I 936,NetJets Aviation,2025-11-11,Departure,2025-11-11 10:30-08:00,2025-11-11 18:30Z,2025-11-11 10:43-08:00,2025-11-11 18:43Z,Departed,False,KPUW,PUW,KBZN,BZN,Cessna 680A Citation Latitude,N936QS,2025-11-11T11:00:00,10.4,1.1,11.5,0.0,0.0,,6,0,9.9,7.7,18.4,0.0,0.0,16000.0,33,1,,-6.6,0.0
AS 2152,Alaska,2025-11-11,Departure,2025-11-11 13:37-08:00,2025-11-11 21:37Z,2025-11-11 13:41-08:00,2025-11-11 21:41Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N641QX,2025-11-11T14:00:00,12.8,1.3,15.1,0.0,0.0,,45,1,11.5,7.4,8.6,0.0,0.0,23500.0,21,1,,-6.1000000000000005,0.0
AS 2032,Alaska,2025-11-11,Departure,2025-11-11 16:17-08:00,2025-11-12 00:17Z,2025-11-11 16:11-08:00,2025-11-12 00:11Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N620QX,2025-11-11T16:00:00,9.6,5.8,7.6,0.0,0.0,,2,0,9.6,8.3,13.0,0.0,0.0,20800.0,0,0,,-2.500000000000001,0.0
AS 2291,Alaska,2025-11-11,Arrival,2025-11-11 13:00-08:00,2025-11-11 21:00Z,2025-11-11 12:41-08:00,2025-11-11 20:41Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N641QX,2025-11-11T13:00:00,12.5,4.7,16.6,0.0,0.0,,12,0,11.2,5.1,11.2,0.0,0.0,20400.0,7,0,,-0.39999999999999947,0.0
AS 2036,Alaska,2025-11-11,Arrival,2025-11-11 15:39-08:00,2025-11-11 23:39Z,2025-11-11 15:23-08:00,2025-11-11 23:23Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N620QX,2025-11-11T16:00:00,9.6,5.8,7.6,0.0,0.0,,2,0,9.6,8.3,13.0,0.0,0.0,20800.0,0,0,,-2.500000000000001,0.0
AS 2364,Alaska,2025-11-11,Arrival,2025-11-12 00:14-08:00,2025-11-12 08:14Z,2025-11-11 23:50-08:00,2025-11-12 07:50Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N655QX,2025-11-12T00:00:00,9.5,14.2,26.3,0.0,0.0,,100,3,7.5,15.0,24.1,0.0,0.0,16900.0,99,3,,-0.8000000000000007,0.0
AS 2067,Alaska,2025-11-12,Departure,2025-11-12 05:36-08:00,2025-11-12 13:36Z,2025-11-12 05:41-08:00,2025-11-12 13:41Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-11-12T06:00:00,8.3,12.9,22.7,0.0,0.0,,99,3,7.4,9.4,19.4,0.0,0.0,13800.0,99,3,,3.5,0.0
AS 2152,Alaska,2025-11-12,Departure,2025-11-12 13:37-08:00,2025-11-12 21:37Z,2025-11-12 13:58-08:00,2025-11-12 21:58Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N634QX,2025-11-12T14:00:00,14.0,6.8,15.5,0.0,0.0,,98,3,15.1,10.8,14.4,0.0,0.0,32600.0,98,3,,-4.000000000000001,0.0
AS 2032,Alaska,2025-11-12,Departure,2025-11-12 16:17-08:00,2025-11-13 00:17Z,2025-11-12 16:17-08:00,2025-11-13 00:17Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N636QX,2025-11-12T16:00:00,12.1,7.0,13.0,0.0,0.0,,58,2,12.7,10.4,14.4,0.0,0.0,29600.0,7,0,,-3.4000000000000004,0.0
AS 2309,Alaska,2025-11-12,Departure,2025-11-12 20:03-08:00,2025-11-13 04:03Z,2025-11-12 20:07-08:00,2025-11-13 04:07Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N629QX,2025-11-12T20:00:00,10.1,13.1,23.0,0.0,0.0,,45,1,8.5,15.6,25.9,0.0,0.0,18700.0,8,0,,-2.5,0.0
AS 2291,Alaska,2025-11-12,Arrival,2025-11-12 13:00-08:00,2025-11-12 21:00Z,2025-11-12 12:38-08:00,2025-11-12 20:38Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N634QX,2025-11-12T13:00:00,14.5,7.5,20.9,0.0,0.0,,100,3,14.8,14.2,18.4,0.0,0.0,28900.0,77,2,,-6.699999999999999,0.0
AS 2036,Alaska,2025-11-12,Arrival,2025-11-12 15:39-08:00,2025-11-12 23:39Z,2025-11-12 15:22-08:00,2025-11-12 23:22Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N636QX,2025-11-12T16:00:00,12.1,7.0,13.0,0.0,0.0,,58,2,12.7,10.4,14.4,0.0,0.0,29600.0,7,0,,-3.4000000000000004,0.0
AS 2293,Alaska,2025-11-12,Arrival,2025-11-12 19:26-08:00,2025-11-13 03:26Z,2025-11-12 19:12-08:00,2025-11-13 03:12Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N629QX,2025-11-12T19:00:00,10.4,13.2,23.0,0.0,0.0,,38,1,9.1,15.1,26.6,0.0,0.0,17000.0,0,0,,-1.9000000000000004,0.0
AS 2364,Alaska,2025-11-12,Arrival,2025-11-13 00:14-08:00,2025-11-13 08:14Z,2025-11-12 23:54-08:00,2025-11-13 07:54Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N668QX,2025-11-13T00:00:00,10.7,16.6,28.4,0.0,0.0,,100,3,8.3,17.2,28.1,0.0,0.0,18800.0,21,1,,-0.5999999999999979,0.0
AS 2067,Alaska,2025-11-13,Departure,2025-11-13 05:36-08:00,2025-11-13 13:36Z,2025-11-13 05:39-08:00,2025-11-13 13:39Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N668QX,2025-11-13T06:00:00,11.5,17.2,30.2,0.0,0.0,,78,2,8.5,17.8,25.9,0.0,0.0,21600.0,7,0,,-0.6000000000000014,0.0
AS 2152,Alaska,2025-11-13,Departure,2025-11-13 13:37-08:00,2025-11-13 21:37Z,2025-11-13 13:48-08:00,2025-11-13 21:48Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N648QX,2025-11-13T14:00:00,14.0,2.4,13.0,0.0,0.0,,100,3,15.0,5.5,15.8,0.0,0.0,36200.0,100,3,,-3.1,0.0
AS 2032,Alaska,2025-11-13,Departure,2025-11-13 16:17-08:00,2025-11-14 00:17Z,2025-11-13 16:19-08:00,2025-11-14 00:19Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N626QX,2025-11-13T16:00:00,13.9,10.4,10.8,0.0,0.0,,100,3,12.3,12.1,19.4,0.0,0.0,24700.0,98,3,,-1.6999999999999993,0.0
SCW 3012,SCW,2025-11-13,Departure,2025-11-13 19:24-08:00,2025-11-14 03:24Z,2025-11-13 19:24-08:00,2025-11-14 03:24Z,Departed,False,KPUW,PUW,KBFI,BFI,Canadair CRJ 200,N442SW,2025-11-13T19:00:00,14.3,25.4,45.0,0.0,0.0,,100,3,13.2,21.7,36.4,0.0,0.0,31400.0,98,3,,3.6999999999999993,0.0
AS 2309,Alaska,2025-11-13,Departure,2025-11-13 20:03-08:00,2025-11-14 04:03Z,2025-11-13 20:11-08:00,2025-11-14 04:11Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-11-13T20:00:00,13.1,20.9,49.7,0.0,0.0,,100,3,13.4,23.1,41.0,0.0,0.0,31900.0,100,3,,-2.200000000000003,0.0
AS 2291,Alaska,2025-11-13,Arrival,2025-11-13 13:00-08:00,2025-11-13 21:00Z,2025-11-13 12:53-08:00,2025-11-13 20:53Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N648QX,2025-11-13T13:00:00,14.9,7.3,17.3,0.0,0.0,,100,3,15.4,3.1,15.8,0.0,0.0,33300.0,100,3,,4.199999999999999,0.0
AS 2036,Alaska,2025-11-13,Arrival,2025-11-13 15:39-08:00,2025-11-13 23:39Z,2025-11-13 15:16-08:00,2025-11-13 23:16Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N626QX,2025-11-13T16:00:00,13.9,10.4,10.8,0.0,0.0,,100,3,12.3,12.1,19.4,0.0,0.0,24700.0,98,3,,-1.6999999999999993,0.0
SCW 4800,SCW,2025-11-13,Arrival,2025-11-13 16:34-08:00,2025-11-14 00:34Z,2025-11-13 16:34-08:00,2025-11-14 00:34Z,Expected,False,KBFI,BFI,KPUW,PUW,Canadair CRJ 200,N447SW,2025-11-13T17:00:00,13.4,17.5,30.2,0.9,0.0,,100,53,12.8,14.8,23.0,0.0,0.0,29700.0,100,3,,2.6999999999999993,0.0
SCW 4010,SCW,2025-11-13,Arrival,2025-11-13 17:56-08:00,2025-11-14 01:56Z,2025-11-13 17:56-08:00,2025-11-14 01:56Z,Expected,False,KSJC,SJC,KPUW,PUW,Canadair CRJ 200,N442SW,2025-11-13T18:00:00,14.6,22.0,38.2,0.0,0.0,,100,3,13.4,14.8,29.2,0.0,0.0,37300.0,99,3,,7.199999999999999,0.0
AS 2293,Alaska,2025-11-13,Arrival,2025-11-13 19:26-08:00,2025-11-14 03:26Z,2025-11-13 19:23-08:00,2025-11-14 03:23Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N631QX,2025-11-13T19:00:00,14.3,25.4,45.0,0.0,0.0,,100,3,13.2,21.7,36.4,0.0,0.0,31400.0,98,3,,3.6999999999999993,0.0
AS 2067,Alaska,2025-11-14,Departure,2025-11-14 05:36-08:00,2025-11-14 13:36Z,2025-11-14 05:39-08:00,2025-11-14 13:39Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N644QX,2025-11-14T06:00:00,8.7,14.0,26.3,0.0,0.0,,100,3,8.6,18.0,47.5,0.0,0.0,15000.0,99,3,,-4.0,0.0
XSN 82,XSN,2025-11-14,Departure,2025-11-14 07:12-08:00,2025-11-14 15:12Z,2025-11-14 07:12-08:00,2025-11-14 15:12Z,Expected,False,KPUW,PUW,KSQL,SQL,Pilatus PC-12,N82NG,2025-11-14T07:00:00,8.6,8.2,24.5,0.0,0.0,,100,3,8.6,18.4,43.9,0.1,0.0,14100.0,99,51,,-10.2,0.0
G4 4051,Allegiant Air,2025-11-14,Departure,2025-11-14 13:00-08:00,2025-11-14 21:00Z,2025-11-14 12:51-08:00,2025-11-14 20:51Z,Departed,False,KPUW,PUW,KSMF,SMF,Airbus A320,N239NV,2025-11-14T13:00:00,12.0,25.5,48.2,0.0,0.0,,27,1,12.1,25.8,41.8,0.0,0.0,24100.0,38,1,,-0.3000000000000007,0.0
XSN 82,XSN,2025-11-14,Departure,2025-11-14 13:33-08:00,2025-11-14 21:33Z,2025-11-14 13:33-08:00,2025-11-14 21:33Z,Departed,False,KPUW,PUW,KSQL,SQL,Pilatus PC-12,N82NG,2025-11-14T14:00:00,11.8,22.2,50.8,0.0,0.0,,15,0,11.7,25.0,42.1,0.0,0.0,24500.0,99,3,,-2.8000000000000007,0.0
AS 2152,Alaska,2025-11-14,Departure,2025-11-14 13:37-08:00,2025-11-14 21:37Z,2025-11-14 13:51-08:00,2025-11-14 21:51Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N647QX,2025-11-14T14:00:00,11.8,22.2,50.8,0.0,0.0,,15,0,11.7,25.0,42.1,0.0,0.0,24500.0,99,3,,-2.8000000000000007,0.0
AS 2032,Alaska,2025-11-14,Departure,2025-11-14 16:17-08:00,2025-11-15 00:17Z,2025-11-14 16:27-08:00,2025-11-15 00:27Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N649QX,2025-11-14T16:00:00,10.9,16.7,33.8,0.0,0.0,,100,3,11.1,13.8,39.6,0.0,0.0,26800.0,68,2,,2.8999999999999986,0.0
AS 2309,Alaska,2025-11-14,Departure,2025-11-14 20:03-08:00,2025-11-15 04:03Z,2025-11-14 20:17-08:00,2025-11-15 04:17Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-11-14T20:00:00,9.6,15.5,27.0,0.3,0.0,,100,51,9.2,9.5,37.4,0.1,0.0,16900.0,80,51,,6.0,0.0
SCW 4801,SCW,2025-11-14,Departure,2025-11-14 23:39-08:00,2025-11-15 07:39Z,2025-11-14 23:39-08:00,2025-11-15 07:39Z,Departed,False,KPUW,PUW,KBFI,BFI,Canadair CRJ 200,N447SW,2025-11-15T00:00:00,10.9,18.8,34.6,0.0,0.0,,100,3,7.8,7.4,21.2,0.0,0.0,17400.0,17,0,,11.4,0.0
AS 2364,Alaska,2025-11-14,Arrival,2025-11-14 00:14-08:00,2025-11-14 08:14Z,2025-11-14 00:22-08:00,2025-11-14 08:22Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N644QX,2025-11-14T00:00:00,9.3,13.2,27.7,0.0,0.0,,100,3,8.5,17.6,31.3,0.0,0.0,12200.0,100,3,,-4.400000000000002,0.0
AS 2291,Alaska,2025-11-14,Arrival,2025-11-14 13:00-08:00,2025-11-14 21:00Z,2025-11-14 12:47-08:00,2025-11-14 20:47Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N647QX,2025-11-14T13:00:00,12.0,25.5,48.2,0.0,0.0,,27,1,12.1,25.8,41.8,0.0,0.0,24100.0,38,1,,-0.3000000000000007,0.0
AS 2036,Alaska,2025-11-14,Arrival,2025-11-14 15:39-08:00,2025-11-14 23:39Z,2025-11-14 15:24-08:00,2025-11-14 23:24Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N649QX,2025-11-14T16:00:00,10.9,16.7,33.8,0.0,0.0,,100,3,11.1,13.8,39.6,0.0,0.0,26800.0,68,2,,2.8999999999999986,0.0
SY 8407,Sun Country,2025-11-14,Arrival,2025-11-14 16:30-08:00,2025-11-15 00:30Z,2025-11-14 17:43-08:00,2025-11-15 01:43Z,Expected,False,KDEN,DEN,KPUW,PUW,Boeing 737-800,N841SY,2025-11-14T17:00:00,10.6,15.0,31.7,0.1,0.0,,100,51,9.7,11.6,29.9,0.0,0.0,25000.0,50,2,,3.4000000000000004,0.0
AS 2293,Alaska,2025-11-14,Arrival,2025-11-14 19:26-08:00,2025-11-15 03:26Z,2025-11-14 19:17-08:00,2025-11-15 03:17Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-11-14T19:00:00,9.5,14.7,26.6,0.4,0.0,,100,51,9.5,9.0,24.5,0.2,0.0,17900.0,100,51,,5.699999999999999,0.0
AS 2364,Alaska,2025-11-14,Arrival,2025-11-15 00:14-08:00,2025-11-15 08:14Z,2025-11-14 23:50-08:00,2025-11-15 07:50Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N650QX,2025-11-15T00:00:00,10.9,18.8,34.6,0.0,0.0,,100,3,7.8,7.4,21.2,0.0,0.0,17400.0,17,0,,11.4,0.0
AS 2067,Alaska,2025-11-15,Departure,2025-11-15 05:36-08:00,2025-11-15 13:36Z,2025-11-15 05:48-08:00,2025-11-15 13:48Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N650QX,2025-11-15T06:00:00,9.7,18.0,35.3,0.3,0.0,,100,51,9.5,15.6,52.9,0.1,0.0,20000.0,100,51,,2.4000000000000004,0.0
N8 5JA,National Airlines,2025-11-15,Departure,2025-11-15 09:30-08:00,2025-11-15 17:30Z,2025-11-15 09:30-08:00,2025-11-15 17:30Z,Expected,False,KPUW,PUW,KSFF,SFF,Pilatus PC-12,,2025-11-15T10:00:00,12.4,5.7,23.4,0.0,0.0,,68,2,11.9,12.9,25.6,0.0,0.0,19900.0,100,3,,-7.2,0.0
N8 5JA,National Airlines,2025-11-15,Departure,2025-11-15 10:15-08:00,2025-11-15 18:15Z,2025-11-15 10:15-08:00,2025-11-15 18:15Z,Expected,False,KPUW,PUW,KSFF,SFF,Pilatus PC-12,,2025-11-15T10:00:00,12.4,5.7,23.4,0.0,0.0,,68,2,11.9,12.9,25.6,0.0,0.0,19900.0,100,3,,-7.2,0.0
N8 5JA,National Airlines,2025-11-15,Departure,2025-11-15 11:32-08:00,2025-11-15 19:32Z,2025-11-15 11:32-08:00,2025-11-15 19:32Z,Departed,False,KPUW,PUW,KSFF,SFF,Pilatus PC-12,,2025-11-15T12:00:00,14.2,10.4,24.1,0.0,0.0,,38,1,12.4,4.8,17.6,0.0,0.0,19200.0,100,3,,5.6000000000000005,0.0
AS 2152,Alaska,2025-11-15,Departure,2025-11-15 13:37-08:00,2025-11-15 21:37Z,2025-11-15 13:39-08:00,2025-11-15 21:39Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N639QX,2025-11-15T14:00:00,13.3,7.4,23.0,0.0,0.0,,100,3,12.8,3.4,14.0,0.0,0.0,23200.0,27,1,,4.0,0.0
AS 2032,Alaska,2025-11-15,Departure,2025-11-15 16:17-08:00,2025-11-16 00:17Z,2025-11-15 16:17-08:00,2025-11-16 00:17Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N664QX,2025-11-15T16:00:00,10.7,4.6,9.4,0.0,0.0,,0,0,11.1,13.2,23.0,0.0,0.0,18500.0,0,0,,-8.6,0.0
1I 969,NetJets Aviation,2025-11-15,Arrival,2025-11-15 10:37-08:00,2025-11-15 18:37Z,2025-11-15 11:22-08:00,2025-11-15 19:22Z,Expected,False,KPAE,PAE,KPUW,PUW,Cessna 680A Citation Latitude,N969QS,2025-11-15T11:00:00,13.6,7.4,18.0,0.0,0.0,,54,2,12.3,10.5,19.8,0.0,0.0,19900.0,100,3,,-3.0999999999999996,0.0
AS 2291,Alaska,2025-11-15,Arrival,2025-11-15 13:00-08:00,2025-11-15 21:00Z,2025-11-15 12:38-08:00,2025-11-15 20:38Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N639QX,2025-11-15T13:00:00,14.1,10.2,24.5,0.0,0.0,,98,3,12.3,4.1,19.8,0.0,0.0,19900.0,100,3,,6.1,0.0
AS 2036,Alaska,2025-11-15,Arrival,2025-11-15 15:39-08:00,2025-11-15 23:39Z,2025-11-15 15:26-08:00,2025-11-15 23:26Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N664QX,2025-11-15T16:00:00,10.7,4.6,9.4,0.0,0.0,,0,0,11.1,13.2,23.0,0.0,0.0,18500.0,0,0,,-8.6,0.0
AS 2364,Alaska,2025-11-15,Arrival,2025-11-16 00:14-08:00,2025-11-16 08:14Z,2025-11-15 23:51-08:00,2025-11-16 07:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N655QX,2025-11-16T00:00:00,10.1,17.4,30.6,0.0,0.0,,42,1,8.1,16.6,27.4,0.0,0.0,15900.0,0,0,,0.7999999999999972,0.0
SY 8407,Sun Country,2025-11-16,Departure,2025-11-16 00:30-08:00,2025-11-16 08:30Z,2025-11-16 01:22-08:00,2025-11-16 09:22Z,Departed,False,KPUW,PUW,KMLU,MLU,Boeing 737-800,N841SY,2025-11-16T01:00:00,9.6,18.0,32.0,0.0,0.0,,9,0,7.8,15.8,27.0,0.0,0.0,15400.0,42,1,,2.1999999999999993,0.0
G4 4053,Allegiant Air,2025-11-16,Departure,2025-11-16 01:35-08:00,2025-11-16 09:35Z,2025-11-16 02:20-08:00,2025-11-16 10:20Z,Departed,False,KPUW,PUW,KIWA,AZA,Airbus A320,N239NV,2025-11-16T02:00:00,9.3,18.3,32.4,0.0,0.0,,20,1,7.9,16.3,27.0,0.0,0.0,16100.0,0,0,,2.0,0.0
AS 2067,Alaska,2025-11-16,Departure,2025-11-16 05:36-08:00,2025-11-16 13:36Z,2025-11-16 05:46-08:00,2025-11-16 13:46Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-11-16T06:00:00,8.5,15.9,28.1,0.0,0.0,,98,3,7.4,16.6,26.3,0.0,0.0,14400.0,0,0,,-0.7000000000000011,0.0
1I 969,NetJets Aviation,2025-11-16,Departure,2025-11-16 09:24-08:00,2025-11-16 17:24Z,2025-11-16 10:20-08:00,2025-11-16 18:20Z,Departed,False,KPUW,PUW,KPAE,PAE,Cessna 680A Citation Latitude,N969QS,2025-11-16T09:00:00,10.8,18.8,33.1,0.0,0.0,,100,3,9.6,20.6,30.6,0.0,0.0,18100.0,8,0,,-1.8000000000000007,0.0
1I 571,NetJets Aviation,2025-11-16,Departure,2025-11-16 13:24-08:00,2025-11-16 21:24Z,2025-11-16 13:39-08:00,2025-11-16 21:39Z,Departed,False,KPUW,PUW,KPAE,PAE,Cessna 680A Citation Latitude,N571QS,2025-11-16T13:00:00,11.9,9.0,24.5,0.3,0.0,,100,51,10.0,8.2,13.0,0.6,0.0,11600.0,100,53,,0.8000000000000007,0.0
AS 2152,Alaska,2025-11-16,Departure,2025-11-16 13:37-08:00,2025-11-16 21:37Z,2025-11-16 14:13-08:00,2025-11-16 22:13Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N650QX,2025-11-16T14:00:00,10.9,5.9,15.1,0.6,0.0,,100,53,9.8,11.2,13.3,0.5,0.0,13200.0,100,53,,-5.299999999999999,0.0
AS 2032,Alaska,2025-11-16,Departure,2025-11-16 16:17-08:00,2025-11-17 00:17Z,2025-11-16 16:33-08:00,2025-11-17 00:33Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N668QX,2025-11-16T16:00:00,9.5,0.5,4.3,0.3,0.0,,100,51,9.2,6.4,18.4,0.3,0.0,12900.0,100,51,,-5.9,0.0
AS 2309,Alaska,2025-11-16,Departure,2025-11-16 20:03-08:00,2025-11-17 04:03Z,2025-11-16 21:11-08:00,2025-11-17 05:11Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N635QX,2025-11-16T20:00:00,8.8,1.2,4.0,0.7,0.0,,100,53,8.7,4.4,10.4,0.1,0.0,12200.0,100,51,,-3.2,0.0
G4 4052,Allegiant Air,2025-11-16,Arrival,2025-11-16 00:29-08:00,2025-11-16 08:29Z,2025-11-16 01:38-08:00,2025-11-16 09:38Z,Expected,False,KSMF,SMF,KPUW,PUW,Airbus A320,N239NV,2025-11-16T00:00:00,10.1,17.4,30.6,0.0,0.0,,42,1,8.1,16.6,27.4,0.0,0.0,15900.0,0,0,,0.7999999999999972,0.0
AS 2291,Alaska,2025-11-16,Arrival,2025-11-16 13:00-08:00,2025-11-16 21:00Z,2025-11-16 13:15-08:00,2025-11-16 21:15Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N650QX,2025-11-16T13:00:00,11.9,9.0,24.5,0.3,0.0,,100,51,10.0,8.2,13.0,0.6,0.0,11600.0,100,53,,0.8000000000000007,0.0
AS 2036,Alaska,2025-11-16,Arrival,2025-11-16 15:39-08:00,2025-11-16 23:39Z,2025-11-16 15:16-08:00,2025-11-16 23:16Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N668QX,2025-11-16T16:00:00,9.5,0.5,4.3,0.3,0.0,,100,51,9.2,6.4,18.4,0.3,0.0,12900.0,100,51,,-5.9,0.0
AS 2293,Alaska,2025-11-16,Arrival,2025-11-16 19:26-08:00,2025-11-17 03:26Z,2025-11-16 20:08-08:00,2025-11-17 04:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N635QX,2025-11-16T19:00:00,8.8,2.2,4.7,0.6,0.0,,100,53,8.9,3.1,6.8,0.2,0.0,12200.0,100,51,,-0.8999999999999999,0.0
AS 2067,Alaska,2025-11-17,Departure,2025-11-17 05:36-08:00,2025-11-17 13:36Z,2025-11-17 05:45-08:00,2025-11-17 13:45Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N661QX,2025-11-17T06:00:00,7.9,2.7,4.3,0.0,0.0,,100,3,8.6,4.7,5.0,0.0,0.0,12200.0,100,3,,-2.0,0.0
AS 2152,Alaska,2025-11-17,Departure,2025-11-17 13:37-08:00,2025-11-17 21:37Z,2025-11-17 14:03-08:00,2025-11-17 22:03Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-11-17T14:00:00,13.0,5.2,16.6,0.0,0.0,,100,3,11.6,9.0,11.2,0.0,0.0,16000.0,49,1,,-3.8,0.0
AS 2032,Alaska,2025-11-17,Departure,2025-11-17 16:17-08:00,2025-11-18 00:17Z,2025-11-17 16:15-08:00,2025-11-18 00:15Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N645QX,2025-11-17T16:00:00,10.7,4.9,12.2,0.0,0.0,,100,3,9.9,7.9,16.6,0.0,0.0,13700.0,100,3,,-3.0,0.0
AS 2309,Alaska,2025-11-17,Departure,2025-11-17 20:03-08:00,2025-11-18 04:03Z,2025-11-17 20:36-08:00,2025-11-18 04:36Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N663QX,2025-11-17T20:00:00,9.1,3.8,6.8,0.0,0.0,,80,3,8.3,3.6,4.7,0.0,0.0,12300.0,100,3,,0.19999999999999973,0.0
AS 2364,Alaska,2025-11-17,Arrival,2025-11-17 00:14-08:00,2025-11-17 08:14Z,2025-11-17 00:03-08:00,2025-11-17 08:03Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N661QX,2025-11-17T00:00:00,8.3,3.8,8.6,0.2,0.0,,100,51,8.3,6.8,16.6,0.0,0.0,300.0,100,45,,-3.0,0.0
AS 2291,Alaska,2025-11-17,Arrival,2025-11-17 13:00-08:00,2025-11-17 21:00Z,2025-11-17 13:14-08:00,2025-11-17 21:14Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-11-17T13:00:00,12.8,3.6,14.0,0.0,0.0,,100,3,11.7,10.3,12.2,0.0,0.0,16500.0,45,1,,-6.700000000000001,0.0
AS 2036,Alaska,2025-11-17,Arrival,2025-11-17 15:39-08:00,2025-11-17 23:39Z,2025-11-17 15:13-08:00,2025-11-17 23:13Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N645QX,2025-11-17T16:00:00,10.7,4.9,12.2,0.0,0.0,,100,3,9.9,7.9,16.6,0.0,0.0,13700.0,100,3,,-3.0,0.0
